# STN;YYYYMMDD;   FG;  FHX;  FHN;   TG;   TN;   TX;   DR;   RH
  280;20180831;   24;   50;   10;  129;   60;  194;    0;   -1
  280;20180901;   17;   40;    0;  128;   49;  198;    0;    0
  280;20180902;   24;   50;    0;  151;   54;  219;    0;    0
  280;20180903;   27;   40;   10;  196;  158;  243;    0;    0
  280;20180904;   25;   40;   10;  199;  147;  272;    0;    0
  280;20180905;   26;   40;   20;  188;  111;  259;    0;    0
  280;20180906;   15;   30;   10;  161;  122;  192;   45;   35
  280;20180907;   43;   70;   20;  132;  104;  173;   42;   72
  280;20180908;   53;   80;   30;  149;  107;  191;    3;    4
  280;20180909;   42;   60;   20;  174;  134;  224;    0;   -1
  280;20180910;   36;   60;   20;  163;  129;  199;    0;    0
  280;20180911;   67;  100;   20;  169;  143;  202;   31;   16
  280;20180912;   22;   40;   10;  131;   84;  156;   44;   25
  280;20180913;   16;   40;    0;  112;   39;  189;    0;    0
  280;20180914;   28;   50;   10;  119;   42;  185;    0;    0
  280;20180915;   36;   60;   10;  140;   90;  198;   10;   34
  280;20180916;   36;   80;   10;  148;   93;  216;    0;   -1
  280;20180917;   28;   50;   10;  156;   95;  229;    0;    0
  280;20180918;   53;  100;   20;  185;   93;  261;    0;    0
  280;20180919;   62;  100;   30;  187;  139;  240;    0;    0
  280;20180920;   52;   90;   20;  188;  158;  230;    0;    0
  280;20180921;   75;  100;   40;  143;   88;  197;   39;  110
  280;20180922;   46;   80;   30;  117;   81;  157;   14;   25
  280;20180923;   25;   50;   10;  101;   78;  119;   69;   44
  280;20180924;   45;   80;   20;   97;   53;  142;   16;   38
  280;20180925;   21;   40;   10;   97;   28;  161;    2;    2
  280;20180926;   60;  100;   30;  132;   69;  185;    0;    0
  280;20180927;   39;   70;   20;  152;   91;  219;    4;    2
  280;20180928;   36;   60;   10;  109;   28;  158;    0;   -1
  280;20180929;   20;   50;    0;   89;   28;  157;    0;    0
  280;20180930;   31;   50;   10;  103;   23;  163;    0;    0
  280;20181001;   38;   90;   10;   77;   31;  127;   30;   63
  280;20181002;   55;   70;   30;  107;   47;  160;   63;   38
  280;20181003;   44;   70;   20;  116;   76;  150;    2;    1
  280;20181004;   38;   70;   20;  135;  107;  165;    0;   -1
  280;20181005;   25;   50;    0;  131;   68;  199;    0;    0
  280;20181006;   26;   80;    0;  124;   47;  212;    9;    6
  280;20181007;   24;   60;    0;   96;   38;  151;    2;    1
  280;20181008;   35;   70;   10;  106;   46;  165;    0;    0
  280;20181009;   32;   60;   10;  113;   47;  181;    0;    0
  280;20181010;   28;   50;   10;  137;   40;  220;    0;    0
  280;20181011;   26;   40;   20;  166;  105;  228;    0;    0
  280;20181012;   43;   70;   20;  184;  146;  227;    0;    0
  280;20181013;   37;   50;   20;  203;  164;  265;    0;    0
  280;20181014;   35;   70;   10;  190;  121;  252;    0;    0
  280;20181015;   20;   50;    0;  165;   97;  231;    0;   -1
  280;20181016;   21;   40;   10;  165;  115;  241;    0;    0
  280;20181017;   22;   30;   10;  140;   82;  203;    0;    0
  280;20181018;   26;   50;    0;  110;   24;  159;    6;    4
  280;20181019;   12;   20;    0;   60;   -7;  135;    0;    0
  280;20181020;   24;   40;   10;   97;  -10;  154;    0;    0
  280;20181021;   36;   60;   20;  125;   82;  169;    0;   -1
  280;20181022;   40;   60;   20;  101;   38;  148;   22;    8
  280;20181023;   70;   80;   50;  123;   68;  136;   59;   32
  280;20181024;   60;   90;   30;  129;  111;  148;   46;   32
  280;20181025;   39;   50;   20;  115;   79;  143;   14;    9
  280;20181026;   50;   70;   30;   91;   54;  122;   28;   34
  280;20181027;   29;   50;   20;   53;   10;  101;   15;   29
  280;20181028;   37;   60;   10;   30;  -38;   79;    0;    0
  280;20181029;   52;   70;   30;   49;   20;   68;    0;    0
  280;20181030;   57;  100;   40;   61;   44;   86;   50;   80
  280;20181031;   45;   90;   20;   82;   60;  111;    3;    2
  280;20181101;   31;   40;   20;   96;   67;  135;   56;   34
  280;20181102;   38;   60;   20;   74;    7;  115;   16;    8
  280;20181103;   24;   40;   10;   46;   -8;  104;    0;    0
  280;20181104;   22;   30;   10;   55;  -11;  115;    0;    0
  280;20181105;   25;   40;   10;   92;   62;  105;    0;    0
  280;20181106;   22;   40;   10;  107;   54;  176;    0;    0
  280;20181107;   38;   60;   10;  118;   83;  156;    0;   -1
  280;20181108;   33;   60;   10;   82;   11;  132;    0;    0
  280;20181109;   28;   40;   20;   83;   34;  119;   25;   12
  280;20181110;   48;   70;   30;  117;   93;  131;   31;   16
  280;20181111;   49;   80;   30;  112;   79;  133;   36;   16
  280;20181112;   25;   40;   20;   95;   82;  112;   69;   44
  280;20181113;   55;   90;   30;   90;   61;  122;    7;   15
  280;20181114;   33;   50;   20;   84;   41;  124;    0;    0
  280;20181115;   21;   30;   10;   49;    4;  109;    0;    0
  280;20181116;   25;   40;   10;   23;    0;   51;    0;    0
  280;20181117;   43;   50;   30;   29;    4;   69;    0;    0
  280;20181118;   40;   60;   20;   28;  -32;   61;    0;    0
  280;20181119;   70;   90;   50;   51;   29;   70;    0;   -1
  280;20181120;   74;  100;   50;   31;   13;   42;   36;   11
  280;20181121;   48;   60;   40;   24;    9;   37;    0;   -1
  280;20181122;   37;   50;   30;   20;   13;   25;    0;   -1
  280;20181123;   30;   40;   20;   28;   -3;   60;    0;    0
  280;20181124;   38;   50;   20;   16;    3;   26;    0;    0
  280;20181125;   42;   60;   30;   40;   20;   52;    0;    0
  280;20181126;   46;   70;   30;   38;   22;   46;    0;    0
  280;20181127;   30;   40;   20;   12;  -16;   36;    0;    0
  280;20181128;   54;   70;   40;   30;  -17;   72;   20;   16
  280;20181129;   64;   80;   50;   91;   70;  104;  110;   96
  280;20181130;   53;   70;   40;   89;   59;  110;    0;    0
  280;20181201;   54;   70;   40;   69;   45;   87;   50;   15
  280;20181202;   60;   70;   50;  110;   87;  124;   63;   28
  280;20181203;   62;   90;   30;  105;   59;  126;   37;   88
  280;20181204;   28;   40;   20;   39;   -5;   86;    0;   -1
  280;20181205;   33;   60;   10;   33;  -12;   68;   49;   35
  280;20181206;   59;   90;   40;   99;   68;  116;   54;   33
  280;20181207;   73;  110;   50;   97;   50;  115;  165;   91
  280;20181208;   88;  110;   50;   80;   55;   98;  103;  188
  280;20181209;   63;   90;   30;   69;   41;   89;   56;  106
  280;20181210;   56;   80;   40;   51;   34;   69;   16;   22
  280;20181211;   30;   50;   10;   40;    0;   80;    3;    2
  280;20181212;   17;   30;   10;   21;   -5;   46;    0;   -1
  280;20181213;   39;   50;   30;   18;   -7;   35;    0;    0
  280;20181214;   33;   40;   20;   14;    0;   31;    0;    0
  280;20181215;   41;   70;   20;    0;  -15;   12;    0;    0
  280;20181216;   38;   60;   20;   -4;  -23;   15;   41;   20
  280;20181217;   36;   50;   20;   41;   14;   69;   35;   11
  280;20181218;   41;   50;   30;   55;   44;   66;    0;    0
  280;20181219;   46;   60;   30;   69;   51;   85;    0;   -1
  280;20181220;   46;   60;   40;   70;   55;   79;   31;   25
  280;20181221;   64;  110;   30;   82;   58;  116;   91;  143
  280;20181222;   39;   70;   20;   73;   53;   90;   73;   86
  280;20181223;   34;   60;   10;   65;   54;   77;  125;   75
  280;20181224;   25;   40;   10;   42;   -8;   68;    0;   -1
  280;20181225;   41;   50;   30;   59;   39;   80;    0;    0
  280;20181226;   48;   60;   30;   64;   50;   79;    3;    1
  280;20181227;   34;   50;   20;   49;   44;   55;    0;   -1
  280;20181228;   28;   40;   10;   60;   47;   68;    0;   -1
  280;20181229;   72;  110;   30;   83;   66;  101;   27;   27
  280;20181230;   37;   80;   20;   78;   66;   88;    6;    2
  280;20181231;   40;   60;   20;   88;   80;   99;   10;    5
  280;20190101;   78;  100;   50;   69;   46;   87;   36;   20
  280;20190102;   51;  100;   10;   46;   -7;   69;    1;    1
  280;20190103;   25;   50;   10;   25;  -23;   65;    0;   -1
  280;20190104;   44;   60;   10;   53;    2;   74;   31;   17
  280;20190105;   73;   90;   60;   76;   71;   81;   90;   28
  280;20190106;   39;   60;   20;   64;   41;   75;   50;   22
  280;20190107;   60;  100;   30;   70;   35;   94;   66;   48
  280;20190108;  104;  130;   80;   67;   47;   83;   34;   28
  280;20190109;   59;   90;   20;   44;    8;   62;    8;   17
  280;20190110;   23;   40;   10;   23;  -21;   53;   42;   10
  280;20190111;   53;   80;   20;   70;   43;   84;   22;   11
  280;20190112;   58;   80;   40;   71;   58;   84;   39;   26
  280;20190113;   77;  110;   50;   80;   59;   97;   83;  114
  280;20190114;   55;   80;   40;   38;   18;   59;   12;   12
  280;20190115;   68;   80;   40;   65;   26;   81;   15;    3
  280;20190116;   81;  100;   40;   64;   42;   79;   48;   18
  280;20190117;   51;   70;   20;   28;  -14;   46;   47;   35
  280;20190118;   30;   50;   20;   -3;  -48;   47;    2;    1
  280;20190119;   22;   30;   10;  -19;  -46;   22;    0;    0
  280;20190120;   14;   20;    0;  -44;  -81;    1;    0;    0
  280;20190121;   24;   40;   10;  -23;  -90;   23;    0;   -1
  280;20190122;   49;   70;   40;  -16;  -29;    2;   89;   24
  280;20190123;   24;   40;   10;  -26;  -49;  -14;    0;   -1
  280;20190124;   18;   30;   10;  -47;  -56;  -39;    0;    0
  280;20190125;   36;   70;   10;  -28;  -66;   36;   63;   23
  280;20190126;   57;   70;   40;   63;   29;   74;  115;  127
  280;20190127;   57;   70;   40;   54;   33;   71;   81;   53
  280;20190128;   48;   90;   10;   28;   -4;   48;   81;   45
  280;20190129;   40;   60;   30;    9;  -21;   40;    2;    1
  280;20190130;   24;   30;   10;    0;  -17;   16;    0;   -1
  280;20190131;   33;   50;   10;   -4;  -21;   14;    0;   -1
  280;20190201;   39;   60;   30;   -3;  -16;    6;   22;   15
  280;20190202;   26;   30;   20;    9;   -7;   19;    0;   -1
  280;20190203;   31;   60;   20;    9;  -33;   63;    0;   -1
  280;20190204;   70;   90;   40;   16;   -8;   34;   69;   22
  280;20190205;   45;   60;   30;   44;   33;   62;    0;    0
  280;20190206;   49;   70;   30;   49;   32;   63;   93;   50
  280;20190207;   91;  140;   40;   71;   57;   93;   74;   52
  280;20190208;   82;  100;   60;   74;   46;   93;   86;   42
  280;20190209;  110;  150;   70;   79;   68;   88;    3;    1
  280;20190210;   45;   70;   20;   58;   39;   77;  166;  132
  280;20190211;   55;   90;   30;   52;   18;   75;    5;    7
  280;20190212;   45;   60;   20;   52;   -5;   89;    0;    0
  280;20190213;   54;   70;   30;   65;   29;   86;    0;    0
  280;20190214;   26;   40;   10;   44;  -10;  119;    0;    0
  280;20190215;   23;   40;   10;   58;  -25;  149;    0;    0
  280;20190216;   40;   60;   20;   79;   24;  137;    0;    0
  280;20190217;   27;   40;   10;   76;    8;  149;    0;    0
  280;20190218;   30;   50;   10;   78;   25;  143;    0;   -1
  280;20190219;   54;   70;   40;   64;   43;   81;   21;   13
  280;20190220;   52;   70;   40;   78;   45;  105;    0;    0
  280;20190221;   41;   60;   20;   75;   44;   95;   60;   10
  280;20190222;   23;   40;   10;   82;   49;  110;    6;    1
  280;20190223;   25;   40;   10;   50;    0;  110;    0;    0
  280;20190224;   14;   30;    0;   45;  -33;  145;    0;    0
  280;20190225;   10;   20;    0;   52;  -32;  167;    0;    0
  280;20190226;    9;   20;    0;   60;  -34;  189;    0;    0
  280;20190227;   20;   40;    0;   71;  -20;  183;    0;    0
  280;20190228;   23;   60;   10;   62;   15;  109;    0;   -1
  280;20190301;   35;   60;   10;   58;   43;   80;    0;    0
  280;20190302;   42;  100;   10;   68;  -15;  118;    0;   -1
  280;20190303;   82;  100;   40;  102;   89;  113;  156;  173
  280;20190304;   97;  120;   70;   80;   55;  117;   50;   48
  280;20190305;   65;   90;   30;   63;   32;  103;    2;    2
  280;20190306;   54;   70;   30;   88;   39;  115;   52;   31
  280;20190307;   90;  130;   40;   87;   54;  110;   86;  163
  280;20190308;   65;  110;   30;   69;   52;   97;   50;   33
  280;20190309;   87;  120;   60;   70;   47;  100;   38;   46
  280;20190310;   40;   70;   10;   39;    9;   66;   91;  153
  280;20190311;   64;  110;   30;   42;   13;   68;   54;   85
  280;20190312;   77;  120;   30;   54;   12;   89;   48;   38
  280;20190313;   99;  130;   50;   65;   42;   84;  120;  118
  280;20190314;   77;  100;   50;   68;   55;   85;   98;  141
  280;20190315;   78;  130;   50;   80;   53;  124;   17;   10
  280;20190316;   93;  150;   30;   85;   54;  107;   58;   59
  280;20190317;   82;  130;   60;   65;   39;  106;   30;   48
  280;20190318;   58;   90;   30;   51;   -1;   92;    7;   12
  280;20190319;   26;   30;   10;   53;  -20;  116;    0;    0
  280;20190320;   40;   50;   30;   79;   30;  110;    0;   -1
  280;20190321;   38;   70;    0;   89;   70;  110;    0;    0
  280;20190322;   26;   40;   10;  105;   59;  180;    0;    0
  280;20190323;   28;   50;   10;   63;   17;  117;    0;   -1
  280;20190324;   33;   70;   10;   58;   18;  106;    6;    5
  280;20190325;   72;  100;   40;   62;   28;   92;   18;   44
  280;20190326;   40;   70;   20;   65;   20;  100;   14;    9
  280;20190327;   30;   50;   20;   76;   13;  119;    0;    0
  280;20190328;   12;   20;    0;   95;   61;  125;    0;    0
  280;20190329;   22;   60;    0;   96;   36;  151;    0;    0
  280;20190330;   26;   50;    0;   91;   16;  185;    0;    0
  280;20190331;   43;   70;   20;   62;    6;  104;    0;    0
  280;20190401;   36;   50;   20;   59;  -11;  122;    0;    0
  280;20190402;   37;   80;   20;   90;   19;  175;    9;   23
  280;20190403;   28;   50;   10;   78;   47;  100;    4;    1
  280;20190404;   13;   20;   10;   60;   26;   76;   99;   23
  280;20190405;   21;   40;   10;   70;   51;   86;   79;   50
  280;20190406;   27;   40;   10;  104;   66;  160;    0;    0
  280;20190407;   37;   60;   10;  130;   60;  207;    0;    0
  280;20190408;   40;   70;   20;  107;   36;  181;    0;    0
  280;20190409;   73;   90;   50;   74;   22;  124;    0;    0
  280;20190410;   58;   80;   40;   45;   -2;   94;    0;    0
  280;20190411;   43;   60;   20;   56;    9;  104;    0;    0
  280;20190412;   41;   60;   20;   42;    8;   82;    0;   -1
  280;20190413;   39;   70;   20;   23;  -13;   64;   12;   16
  280;20190414;   46;   70;   30;   56;    1;  104;    0;    0
  280;20190415;   52;   70;   30;   97;   58;  153;    0;    0
  280;20190416;   53;   70;   40;   95;   30;  164;    0;    0
  280;20190417;   43;   60;   30;  130;   56;  197;    0;    0
  280;20190418;   48;   70;   30;  144;   67;  215;    0;    0
  280;20190419;   42;   60;   30;  152;   78;  235;    0;    0
  280;20190420;   38;   60;   20;  140;   58;  224;    0;    0
  280;20190421;   32;   50;   20;  130;   25;  215;    0;    0
  280;20190422;   54;   70;   30;  162;   66;  235;    0;    0
  280;20190423;   68;   90;   40;  160;  101;  215;    0;    0
  280;20190424;   47;   80;   20;  182;  116;  261;   26;  103
  280;20190425;   45;   80;   10;  138;   85;  204;   30;   39
  280;20190426;   28;   50;   10;  116;   73;  158;   17;    9
  280;20190427;   40;   60;   20;   93;   58;  127;   38;   26
  280;20190428;   21;   40;    0;   74;   26;  121;    6;    3
  280;20190429;   35;   50;    0;   79;   -2;  116;    0;   -1
  280;20190430;   35;   50;   20;   93;   79;  127;    0;    0
  280;20190501;   30;   40;   20;   88;   73;  109;    0;    0
  280;20190502;   44;   80;   30;   99;   45;  143;    3;    1
  280;20190503;   40;   60;   20;   61;   18;  106;    3;    7
  280;20190504;   47;   80;   20;   56;    5;  104;   17;   35
  280;20190505;   41;   70;   20;   68;   19;  113;    4;    2
  280;20190506;   41;   60;   10;   64;    5;  105;   12;   36
  280;20190507;   23;   50;   10;   63;  -16;  122;    8;   25
  280;20190508;   37;   60;   20;   94;   29;  145;    4;    3
  280;20190509;   34;   60;   10;  113;   61;  179;    7;   56
  280;20190510;   31;   50;   10;   90;   25;  135;   33;   33
  280;20190511;   40;   70;   10;   81;   18;  131;    0;    0
  280;20190512;   35;   70;   10;   77;    3;  134;    0;    0
  280;20190513;   30;   50;    0;   79;   -5;  142;    0;    0
  280;20190514;   32;   60;    0;   90;   11;  149;    0;    0
  280;20190515;   35;   70;   10;  104;   27;  164;    0;    0
  280;20190516;   48;   70;   20;  113;   55;  160;    6;    4
  280;20190517;   34;   50;   20;  122;   97;  151;    5;    2
  280;20190518;   23;   30;   10;  163;  100;  230;    0;   -1
  280;20190519;   31;   60;   10;  154;   73;  224;    9;   17
  280;20190520;   31;   50;   10;  137;  111;  170;    0;   -1
  280;20190521;   59;   70;   50;  128;  110;  176;    0;    0
  280;20190522;   38;   50;   10;  120;   54;  170;    0;    0
  280;20190523;   35;   60;    0;  142;   45;  219;    0;    0
  280;20190524;   40;   70;   10;  138;   61;  216;    0;    0
  280;20190525;   29;   50;   10;  118;   75;  165;    0;   -1
  280;20190526;   63;  100;   20;  151;   81;  207;   45;  116
  280;20190527;   46;   70;   10;  132;   88;  167;    0;    0
  280;20190528;   30;   60;    0;  100;   32;  144;    0;    0
  280;20190529;   27;   50;   10;  126;   17;  189;    0;    0
  280;20190530;   59;   80;   30;  162;  127;  203;    5;    7
  280;20190531;   49;   80;   30;  174;  133;  220;    1;    4
  280;20190601;   33;   50;   20;  171;  101;  231;    0;    0
  280;20190602;   39;   70;   20;  224;  137;  299;    6;   69
  280;20190603;   29;   50;   10;  162;   98;  200;    0;    0
  280;20190604;   31;   70;   10;  192;  117;  243;   13;   26
  280;20190605;   43;   60;   20;  189;  157;  239;    0;    0
  280;20190606;   37;   70;    0;  143;   75;  184;   26;   31
  280;20190607;   43;   80;   10;  161;   66;  235;   13;   92
  280;20190608;   86;  110;   50;  144;  116;  176;   18;   33
  280;20190609;   39;   50;   20;  149;   96;  205;    0;   -1
  280;20190610;   51;   70;   20;  177;  131;  228;   30;   58
  280;20190611;   31;   70;   10;  151;   91;  189;   40;  155
  280;20190612;   33;   70;   10;  147;   89;  183;   23;   26
  280;20190613;   53;   80;   30;  150;  107;  206;    9;   23
  280;20190614;   28;   50;   10;  180;  107;  238;    3;    2
  280;20190615;   30;   90;    0;  161;  104;  200;   46;   70
  280;20190616;   35;   60;   10;  166;   89;  221;    0;    0
  280;20190617;   25;   40;   10;  193;  117;  259;    0;    0
  280;20190618;   22;   50;    0;  198;  121;  269;    0;    0
  280;20190619;   30;   80;   10;  201;  141;  266;   11;   52
  280;20190620;   30;   40;    0;  163;  111;  203;   17;   67
  280;20190621;   27;   50;    0;  147;   82;  202;    4;    7
  280;20190622;   30;   60;    0;  153;   64;  208;    0;    0
  280;20190623;   39;   50;   20;  208;  124;  277;    0;    0
  280;20190624;   42;   60;   30;  244;  174;  300;    0;    0
  280;20190625;   29;   50;   10;  263;  191;  335;    0;    0
  280;20190626;   45;   60;   10;  178;  138;  212;    0;    0
  280;20190627;   43;   60;   30;  149;  131;  183;    0;    0
  280;20190628;   28;   40;   20;  160;  110;  209;    0;    0
  280;20190629;   19;   30;   10;  211;  100;  304;    0;    0
  280;20190630;   42;   70;   10;  207;  124;  272;    0;    0
  280;20190701;   50;   80;   30;  175;  128;  223;    0;    0
  280;20190702;   41;   60;   10;  152;   81;  200;    3;    1
  280;20190703;   38;   70;   10;  137;   70;  190;    0;    0
  280;20190704;   32;   60;   10;  155;   52;  219;    0;    0
  280;20190705;   34;   50;   20;  165;  105;  214;    0;    0
  280;20190706;   40;   60;   10;  152;  108;  195;   22;   25
  280;20190707;   39;   60;   20;  138;  104;  173;    0;   -1
  280;20190708;   39;   60;   20;  129;   79;  171;   12;   12
  280;20190709;   37;   60;   10;  139;   67;  195;    2;    1
  280;20190710;   23;   50;   10;  134;   65;  183;   49;   27
  280;20190711;   23;   50;   10;  165;  127;  208;   32;   26
  280;20190712;   23;   50;   10;  178;  150;  233;   12;   33
  280;20190713;   43;   60;   30;  160;  138;  195;    0;   -1
  280;20190714;   34;   40;   20;  144;  126;  161;    1;    1
  280;20190715;   35;   60;   20;  148;  126;  186;    0;   -1
  280;20190716;   30;   40;   10;  148;  134;  167;    0;    0
  280;20190717;   15;   30;    0;  174;  132;  233;    0;    0
  280;20190718;   33;   50;   10;  188;  112;  257;   14;    9
  280;20190719;   18;   30;   10;  194;  125;  251;    0;   -1
  280;20190720;   39;   60;   20;  197;  156;  242;   10;   30
  280;20190721;   43;   70;   10;  173;  108;  227;    0;    0
  280;20190722;   38;   70;   10;  194;  116;  265;    0;   -1
  280;20190723;   27;   50;   10;  231;  131;  316;    0;    0
  280;20190724;   29;   40;   10;  275;  188;  369;    0;    0
  280;20190725;   24;   50;   10;  283;  161;  369;    0;    0
  280;20190726;   50;   70;   30;  281;  215;  349;    0;    0
  280;20190727;   64;   80;   50;  247;  182;  312;    0;    0
  280;20190728;   40;   50;   20;  229;  170;  299;    0;    0
  280;20190729;   27;   40;   10;  202;  143;  247;    0;   -1
  280;20190730;   26;   50;   10;  215;  137;  303;    0;    0
  280;20190731;   44;   80;   10;  179;  140;  241;   12;   12
  280;20190801;   34;   60;   10;  174;  132;  235;    7;   63
  280;20190802;   27;   60;   20;  185;  143;  238;    6;   50
  280;20190803;   27;   50;   10;  177;  123;  208;    0;    0
  280;20190804;   20;   30;   10;  178;   96;  240;    0;    0
  280;20190805;   33;   70;   10;  196;  154;  263;    0;   -1
  280;20190806;   36;   70;    0;  189;  133;  249;    0;    0
  280;20190807;   45;   80;   10;  184;  142;  243;    5;   26
  280;20190808;   48;   80;    0;  183;  107;  245;    0;    0
  280;20190809;   30;   50;    0;  172;   94;  208;   38;   58
  280;20190810;   93;  130;   40;  199;  166;  240;    5;    4
  280;20190811;   60;   80;   30;  184;  144;  228;    0;   -1
  280;20190812;   43;   60;   20;  168;  132;  226;    4;    7
  280;20190813;   28;   40;   10;  133;   82;  190;   35;  107
  280;20190814;   35;   60;   20;  155;   76;  221;   46;   49
  280;20190815;   51;   70;   30;  170;  141;  211;   34;   42
  280;20190816;   42;   60;   30;  179;  132;  223;   31;   10
  280;20190817;   52;   70;   30;  177;  154;  227;   48;   28
  280;20190818;   40;   60;   20;  163;  126;  202;   11;    2
  280;20190819;   58;   90;   30;  168;  130;  224;    0;   -1
  280;20190820;   37;   60;   10;  156;   87;  220;    0;   -1
  280;20190821;   21;   40;    0;  152;   76;  228;    0;    0
  280;20190822;   28;   70;    0;  168;   80;  251;    0;    0
  280;20190823;   23;   40;   10;  180;   83;  256;    0;    0
  280;20190824;   30;   40;   20;  212;  134;  298;    0;    0
  280;20190825;   22;   30;   10;  219;  125;  311;    0;    0
  280;20190826;   25;   50;    0;  226;  122;  310;    0;    0
  280;20190827;   26;   40;   10;  250;  165;  334;    0;    0
  280;20190828;   25;   60;   10;  236;  160;  321;   10;    3
  280;20190829;   35;   70;   10;  193;  120;  254;   12;    5
  280;20190830;   28;   60;    0;  174;   98;  253;    0;    0
  280;20190831;   27;   70;   10;  204;  103;  300;   15;   71
  280;20190901;   33;   50;   20;  155;   91;  202;   10;   15
  280;20190902;   37;   60;   20;  145;   78;  210;    0;   -1
  280;20190903;   43;   60;   20;  165;  135;  198;   19;   13
  280;20190904;   53;   80;   30;  148;  103;  203;   31;   23
  280;20190905;   51;   80;   20;  132;   67;  178;   15;   21
  280;20190906;   53;   90;   30;  132;   87;  174;   50;  102
  280;20190907;   28;   50;   20;  131;   67;  186;   48;  168
  280;20190908;   14;   30;   10;  136;   93;  186;   12;   46
  280;20190909;   18;   40;    0;  118;   53;  187;    0;    0
  280;20190910;   25;   50;   10;  120;   38;  195;    0;    0
  280;20190911;   47;   80;   10;  138;   84;  162;   79;  121
  280;20190912;   46;   70;   20;  176;  123;  222;    0;    0
  280;20190913;   34;   60;    0;  155;   72;  199;    0;   -1
  280;20190914;   13;   30;    0;  122;   55;  195;    0;    0
  280;20190915;   38;   60;   20;  143;   84;  210;    0;   -1
  280;20190916;   28;   50;   10;  129;   86;  174;   43;   18
  280;20190917;   49;   90;   20;  122;   69;  170;    0;   -1
  280;20190918;   31;   60;   10;  107;   43;  168;    0;   -1
  280;20190919;   18;   40;   10;   99;   33;  171;    0;    0
  280;20190920;   14;   30;   10;  104;   34;  164;    0;    0
  280;20190921;   28;   50;   10;  144;   57;  227;    0;    0
  280;20190922;   28;   40;   20;  179;   96;  254;    0;   -1
  280;20190923;   25;   40;   10;  158;  109;  194;   33;   25
  280;20190924;   31;   60;   10;  149;  101;  193;   70;   64
  280;20190925;   26;   40;   10;  150;  133;  176;   13;   11
  280;20190926;   46;   60;   30;  158;  129;  174;   60;  102
  280;20190927;   54;   70;   40;  151;  122;  196;   23;   39
  280;20190928;   65;   90;   40;  145;  127;  178;   47;  180
  280;20190929;   58;   70;   40;  145;  127;  164;  137;  216
  280;20190930;   52;  120;   20;  136;  110;  175;   57;   77
