datum,aantal_bezoeken,unieke_bezoekers,jaar,maand,week,weekdag_nummer,weekdag,is_weekend,seizoen,feestdag,vakantie,tentamenperiode,weekend
2017-08-01,170,137,2017,8,31,2,Tuesday,0,Zomer,0,1,0,0
2017-08-02,140,117,2017,8,31,3,Wednesday,0,Zomer,0,1,0,0
2017-08-03,146,118,2017,8,31,4,Thursday,0,Zomer,0,1,0,0
2017-08-04,157,128,2017,8,31,5,Friday,1,Zomer,0,1,0,0
2017-08-07,188,162,2017,8,32,1,Monday,0,Zomer,0,1,0,0
2017-08-08,146,119,2017,8,32,2,Tuesday,0,Zomer,0,1,0,0
2017-08-09,156,128,2017,8,32,3,Wednesday,0,Zomer,0,1,0,0
2017-08-10,149,127,2017,8,32,4,Thursday,0,Zomer,0,1,0,0
2017-08-11,151,130,2017,8,32,5,Friday,1,Zomer,0,1,0,0
2017-08-14,218,177,2017,8,33,1,Monday,0,Zomer,0,1,0,0
2017-08-15,156,135,2017,8,33,2,Tuesday,0,Zomer,0,1,0,0
2017-08-16,59,49,2017,8,33,3,Wednesday,0,Zomer,0,1,0,0
2017-08-17,134,119,2017,8,33,4,Thursday,0,Zomer,0,1,0,0
2017-08-18,144,116,2017,8,33,5,Friday,1,Zomer,0,1,0,0
2017-08-21,242,196,2017,8,34,1,Monday,0,Zomer,0,1,0,0
2017-08-22,183,156,2017,8,34,2,Tuesday,0,Zomer,0,1,0,0
2017-08-23,210,165,2017,8,34,3,Wednesday,0,Zomer,0,1,0,0
2017-08-24,167,133,2017,8,34,4,Thursday,0,Zomer,0,1,0,0
2017-08-25,156,124,2017,8,34,5,Friday,1,Zomer,0,1,0,0
2017-08-26,56,44,2017,8,34,6,Saturday,1,Zomer,0,1,0,1
2017-08-27,50,42,2017,8,34,7,Sunday,0,Zomer,0,1,0,1
2017-08-28,228,173,2017,8,35,1,Monday,0,Zomer,0,1,0,0
2017-08-29,202,160,2017,8,35,2,Tuesday,0,Zomer,0,1,0,0
2017-08-30,206,165,2017,8,35,3,Wednesday,0,Zomer,0,1,0,0
2017-08-31,183,144,2017,8,35,4,Thursday,0,Zomer,0,1,0,0
2017-09-01,170,123,2017,9,35,5,Friday,1,Herfst,0,1,0,0
2017-09-02,61,44,2017,9,35,6,Saturday,1,Herfst,0,1,0,1
2017-09-03,55,41,2017,9,35,7,Sunday,0,Herfst,0,1,0,1
2017-09-04,250,170,2017,9,36,1,Monday,0,Herfst,0,0,0,0
2017-09-05,306,207,2017,9,36,2,Tuesday,0,Herfst,0,0,0,0
2017-09-06,278,188,2017,9,36,3,Wednesday,0,Herfst,0,0,0,0
2017-09-07,273,187,2017,9,36,4,Thursday,0,Herfst,0,0,0,0
2017-09-08,245,177,2017,9,36,5,Friday,1,Herfst,0,0,0,0
2017-09-09,113,85,2017,9,36,6,Saturday,1,Herfst,0,0,0,1
2017-09-10,106,89,2017,9,36,7,Sunday,0,Herfst,0,0,0,1
2017-09-11,372,282,2017,9,37,1,Monday,0,Herfst,0,0,0,0
2017-09-12,400,279,2017,9,37,2,Tuesday,0,Herfst,0,0,0,0
2017-09-13,216,164,2017,9,37,3,Wednesday,0,Herfst,0,0,0,0
2017-09-14,279,212,2017,9,37,4,Thursday,0,Herfst,0,0,0,0
2017-09-15,324,240,2017,9,37,5,Friday,1,Herfst,0,0,0,0
2017-09-16,139,106,2017,9,37,6,Saturday,1,Herfst,0,0,0,1
2017-09-17,130,107,2017,9,37,7,Sunday,0,Herfst,0,0,0,1
2017-09-18,407,333,2017,9,38,1,Monday,0,Herfst,0,0,0,0
2017-09-19,426,325,2017,9,38,2,Tuesday,0,Herfst,0,0,0,0
2017-09-20,415,325,2017,9,38,3,Wednesday,0,Herfst,0,0,0,0
2017-09-21,365,273,2017,9,38,4,Thursday,0,Herfst,0,0,0,0
2017-09-22,330,241,2017,9,38,5,Friday,1,Herfst,0,0,0,0
2017-09-23,135,106,2017,9,38,6,Saturday,1,Herfst,0,0,0,1
2017-09-24,144,118,2017,9,38,7,Sunday,0,Herfst,0,0,0,1
2017-09-25,492,378,2017,9,39,1,Monday,0,Herfst,0,0,0,0
2017-09-26,402,319,2017,9,39,2,Tuesday,0,Herfst,0,0,0,0
2017-09-27,447,355,2017,9,39,3,Wednesday,0,Herfst,0,0,0,0
2017-09-28,326,259,2017,9,39,4,Thursday,0,Herfst,0,0,0,0
2017-09-29,323,259,2017,9,39,5,Friday,1,Herfst,0,0,0,0
2017-09-30,134,104,2017,9,39,6,Saturday,1,Herfst,0,0,0,1
2017-10-01,155,121,2017,10,39,7,Sunday,0,Herfst,0,0,0,1
2017-10-02,447,342,2017,10,40,1,Monday,0,Herfst,0,0,0,0
2017-10-03,461,362,2017,10,40,2,Tuesday,0,Herfst,0,0,0,0
2017-10-04,275,226,2017,10,40,3,Wednesday,0,Herfst,0,0,0,0
2017-10-05,371,270,2017,10,40,4,Thursday,0,Herfst,0,0,0,0
2017-10-06,436,263,2017,10,40,5,Friday,1,Herfst,0,0,0,0
2017-10-07,165,107,2017,10,40,6,Saturday,1,Herfst,0,0,0,1
2017-10-08,220,148,2017,10,40,7,Sunday,0,Herfst,0,0,0,1
2017-10-09,599,380,2017,10,41,1,Monday,0,Herfst,0,0,0,0
2017-10-10,551,346,2017,10,41,2,Tuesday,0,Herfst,0,0,0,0
2017-10-11,558,373,2017,10,41,3,Wednesday,0,Herfst,0,0,0,0
2017-10-12,417,279,2017,10,41,4,Thursday,0,Herfst,0,0,0,0
2017-10-13,453,292,2017,10,41,5,Friday,1,Herfst,0,0,0,0
2017-10-14,194,132,2017,10,41,6,Saturday,1,Herfst,0,0,0,1
2017-10-15,174,122,2017,10,41,7,Sunday,0,Herfst,0,0,0,1
2017-10-16,576,384,2017,10,42,1,Monday,0,Herfst,0,0,0,0
2017-10-17,546,382,2017,10,42,2,Tuesday,0,Herfst,0,0,0,0
2017-10-18,546,377,2017,10,42,3,Wednesday,0,Herfst,0,0,0,0
2017-10-19,407,288,2017,10,42,4,Thursday,0,Herfst,0,0,0,0
2017-10-20,349,242,2017,10,42,5,Friday,1,Herfst,0,0,0,0
2017-10-21,180,127,2017,10,42,6,Saturday,1,Herfst,0,0,0,1
2017-10-22,199,149,2017,10,42,7,Sunday,0,Herfst,0,0,0,1
2017-10-23,458,311,2017,10,43,1,Monday,0,Herfst,0,0,0,0
2017-10-24,457,327,2017,10,43,2,Tuesday,0,Herfst,0,0,0,0
2017-10-25,457,334,2017,10,43,3,Wednesday,0,Herfst,0,0,0,0
2017-10-26,341,249,2017,10,43,4,Thursday,0,Herfst,0,0,0,0
2017-10-27,333,232,2017,10,43,5,Friday,1,Herfst,0,0,0,0
2017-10-28,195,146,2017,10,43,6,Saturday,1,Herfst,0,0,1,1
2017-10-29,184,133,2017,10,43,7,Sunday,0,Herfst,0,0,1,1
2017-10-30,470,334,2017,10,44,1,Monday,0,Herfst,0,0,1,0
2017-10-31,432,311,2017,10,44,2,Tuesday,0,Herfst,0,0,1,0
2017-11-01,439,342,2017,11,44,3,Wednesday,0,Herfst,0,0,1,0
2017-11-02,309,257,2017,11,44,4,Thursday,0,Herfst,0,0,1,0
2017-11-03,347,274,2017,11,44,5,Friday,1,Herfst,0,0,1,0
2017-11-04,170,133,2017,11,44,6,Saturday,1,Herfst,0,0,1,1
2017-11-05,183,156,2017,11,44,7,Sunday,0,Herfst,0,0,1,1
2017-11-06,392,320,2017,11,45,1,Monday,0,Herfst,0,0,1,0
2017-11-07,360,295,2017,11,45,2,Tuesday,0,Herfst,0,0,1,0
2017-11-08,410,321,2017,11,45,3,Wednesday,0,Herfst,0,0,1,0
2017-11-09,293,248,2017,11,45,4,Thursday,0,Herfst,0,0,1,0
2017-11-10,266,203,2017,11,45,5,Friday,1,Herfst,0,0,1,0
2017-11-11,165,128,2017,11,45,6,Saturday,1,Herfst,0,0,0,1
2017-11-12,144,121,2017,11,45,7,Sunday,0,Herfst,0,0,0,1
2017-11-13,489,397,2017,11,46,1,Monday,0,Herfst,0,0,0,0
2017-11-14,455,367,2017,11,46,2,Tuesday,0,Herfst,0,0,0,0
2017-11-15,460,375,2017,11,46,3,Wednesday,0,Herfst,0,0,0,0
2017-11-16,400,332,2017,11,46,4,Thursday,0,Herfst,0,0,0,0
2017-11-17,363,285,2017,11,46,5,Friday,1,Herfst,0,0,0,0
2017-11-18,155,130,2017,11,46,6,Saturday,1,Herfst,0,0,0,1
2017-11-19,163,136,2017,11,46,7,Sunday,0,Herfst,0,0,0,1
2017-11-20,483,384,2017,11,47,1,Monday,0,Herfst,0,0,0,0
2017-11-21,505,414,2017,11,47,2,Tuesday,0,Herfst,0,0,0,0
2017-11-22,461,373,2017,11,47,3,Wednesday,0,Herfst,0,0,0,0
2017-11-23,403,332,2017,11,47,4,Thursday,0,Herfst,0,0,0,0
2017-11-24,356,277,2017,11,47,5,Friday,1,Herfst,0,0,0,0
2017-11-25,192,157,2017,11,47,6,Saturday,1,Herfst,0,0,0,1
2017-11-26,192,151,2017,11,47,7,Sunday,0,Herfst,0,0,0,1
2017-11-27,500,409,2017,11,48,1,Monday,0,Herfst,0,0,0,0
2017-11-28,505,399,2017,11,48,2,Tuesday,0,Herfst,0,0,0,0
2017-11-29,476,391,2017,11,48,3,Wednesday,0,Herfst,0,0,0,0
2017-11-30,342,298,2017,11,48,4,Thursday,0,Herfst,0,0,0,0
2017-12-01,371,295,2017,12,48,5,Friday,1,Winter,0,0,0,0
2017-12-02,171,137,2017,12,48,6,Saturday,1,Winter,0,0,0,1
2017-12-03,144,128,2017,12,48,7,Sunday,0,Winter,0,0,0,1
2017-12-04,470,385,2017,12,49,1,Monday,0,Winter,0,0,0,0
2017-12-05,431,362,2017,12,49,2,Tuesday,0,Winter,0,0,0,0
2017-12-06,477,386,2017,12,49,3,Wednesday,0,Winter,0,0,0,0
2017-12-07,330,278,2017,12,49,4,Thursday,0,Winter,0,0,0,0
2017-12-08,336,265,2017,12,49,5,Friday,1,Winter,0,0,0,0
2017-12-09,195,149,2017,12,49,6,Saturday,1,Winter,0,0,0,1
2017-12-10,183,155,2017,12,49,7,Sunday,0,Winter,0,0,0,1
2017-12-11,373,303,2017,12,50,1,Monday,0,Winter,0,0,0,0
2017-12-12,446,351,2017,12,50,2,Tuesday,0,Winter,0,0,0,0
2017-12-13,414,348,2017,12,50,3,Wednesday,0,Winter,0,0,0,0
2017-12-14,384,306,2017,12,50,4,Thursday,0,Winter,0,0,0,0
2017-12-15,319,259,2017,12,50,5,Friday,1,Winter,0,0,0,0
2017-12-16,159,128,2017,12,50,6,Saturday,1,Winter,0,0,0,1
2017-12-17,183,147,2017,12,50,7,Sunday,0,Winter,0,0,0,1
2017-12-18,400,332,2017,12,51,1,Monday,0,Winter,0,0,0,0
2017-12-19,419,338,2017,12,51,2,Tuesday,0,Winter,0,0,0,0
2017-12-20,196,172,2017,12,51,3,Wednesday,0,Winter,0,0,0,0
2017-12-21,225,194,2017,12,51,4,Thursday,0,Winter,0,0,0,0
2017-12-22,203,159,2017,12,51,5,Friday,1,Winter,0,0,0,0
2017-12-23,84,67,2017,12,51,6,Saturday,1,Winter,0,1,0,1
2017-12-24,80,62,2017,12,51,7,Sunday,0,Winter,0,1,0,1
2017-12-26,56,45,2017,12,52,2,Tuesday,0,Winter,1,1,0,0
2017-12-27,121,101,2017,12,52,3,Wednesday,0,Winter,0,1,0,0
2017-12-28,111,95,2017,12,52,4,Thursday,0,Winter,0,1,0,0
2017-12-29,108,83,2017,12,52,5,Friday,1,Winter,0,1,0,0
2017-12-30,106,87,2017,12,52,6,Saturday,1,Winter,0,1,0,1
2018-01-02,196,171,2018,1,1,2,Tuesday,0,Winter,0,1,0,0
2018-01-03,150,115,2018,1,1,3,Wednesday,0,Winter,0,1,0,0
2018-01-04,172,142,2018,1,1,4,Thursday,0,Winter,0,1,0,0
2018-01-05,168,138,2018,1,1,5,Friday,1,Winter,0,1,0,0
2018-01-06,159,124,2018,1,1,6,Saturday,1,Winter,0,1,0,1
2018-01-07,167,140,2018,1,1,7,Sunday,0,Winter,0,1,0,1
2018-01-08,392,322,2018,1,2,1,Monday,0,Winter,0,0,0,0
2018-01-09,422,345,2018,1,2,2,Tuesday,0,Winter,0,0,0,0
2018-01-10,388,329,2018,1,2,3,Wednesday,0,Winter,0,0,0,0
2018-01-11,334,291,2018,1,2,4,Thursday,0,Winter,0,0,0,0
2018-01-12,360,298,2018,1,2,5,Friday,1,Winter,0,0,0,0
2018-01-13,212,185,2018,1,2,6,Saturday,1,Winter,0,0,1,1
2018-01-14,195,172,2018,1,2,7,Sunday,0,Winter,0,0,1,1
2018-01-15,397,314,2018,1,3,1,Monday,0,Winter,0,0,1,0
2018-01-16,434,349,2018,1,3,2,Tuesday,0,Winter,0,0,1,0
2018-01-17,409,338,2018,1,3,3,Wednesday,0,Winter,0,0,1,0
2018-01-18,322,274,2018,1,3,4,Thursday,0,Winter,0,0,1,0
2018-01-19,347,278,2018,1,3,5,Friday,1,Winter,0,0,1,0
2018-01-20,206,170,2018,1,3,6,Saturday,1,Winter,0,0,1,1
2018-01-21,203,168,2018,1,3,7,Sunday,0,Winter,0,0,1,1
2018-01-22,404,321,2018,1,4,1,Monday,0,Winter,0,0,1,0
2018-01-23,359,302,2018,1,4,2,Tuesday,0,Winter,0,0,1,0
2018-01-24,364,300,2018,1,4,3,Wednesday,0,Winter,0,0,1,0
2018-01-25,283,247,2018,1,4,4,Thursday,0,Winter,0,0,1,0
2018-01-26,315,250,2018,1,4,5,Friday,1,Winter,0,0,1,0
2018-01-27,192,160,2018,1,4,6,Saturday,1,Winter,0,0,1,1
2018-01-28,159,132,2018,1,4,7,Sunday,0,Winter,0,0,1,1
2018-01-29,341,283,2018,1,5,1,Monday,0,Winter,0,0,1,0
2018-01-30,333,281,2018,1,5,2,Tuesday,0,Winter,0,0,1,0
2018-01-31,317,256,2018,1,5,3,Wednesday,0,Winter,0,0,1,0
2018-02-01,293,241,2018,2,5,4,Thursday,0,Winter,0,0,1,0
2018-02-02,313,245,2018,2,5,5,Friday,1,Winter,0,0,1,0
2018-02-03,176,153,2018,2,5,6,Saturday,1,Winter,0,0,0,1
2018-02-04,171,137,2018,2,5,7,Sunday,0,Winter,0,0,0,1
2018-02-05,516,400,2018,2,6,1,Monday,0,Winter,0,0,0,0
2018-02-06,438,364,2018,2,6,2,Tuesday,0,Winter,0,0,0,0
2018-02-07,516,370,2018,2,6,3,Wednesday,0,Winter,0,0,0,0
2018-02-08,440,290,2018,2,6,4,Thursday,0,Winter,0,0,0,0
2018-02-09,459,296,2018,2,6,5,Friday,1,Winter,0,0,0,0
2018-02-10,201,136,2018,2,6,6,Saturday,1,Winter,0,0,0,1
2018-02-11,266,180,2018,2,6,7,Sunday,0,Winter,0,0,0,1
2018-02-12,604,396,2018,2,7,1,Monday,0,Winter,0,0,0,0
2018-02-13,607,383,2018,2,7,2,Tuesday,0,Winter,0,0,0,0
2018-02-14,549,376,2018,2,7,3,Wednesday,0,Winter,0,0,0,0
2018-02-15,439,309,2018,2,7,4,Thursday,0,Winter,0,0,0,0
2018-02-16,488,336,2018,2,7,5,Friday,1,Winter,0,0,0,0
2018-02-17,239,160,2018,2,7,6,Saturday,1,Winter,0,0,0,1
2018-02-18,271,199,2018,2,7,7,Sunday,0,Winter,0,0,0,1
2018-02-19,645,439,2018,2,8,1,Monday,0,Winter,0,0,0,0
2018-02-20,559,404,2018,2,8,2,Tuesday,0,Winter,0,0,0,0
2018-02-21,540,385,2018,2,8,3,Wednesday,0,Winter,0,0,0,0
2018-02-22,424,313,2018,2,8,4,Thursday,0,Winter,0,0,0,0
2018-02-23,376,298,2018,2,8,5,Friday,1,Winter,0,0,0,0
2018-02-24,207,173,2018,2,8,6,Saturday,1,Winter,0,0,0,1
2018-02-25,189,149,2018,2,8,7,Sunday,0,Winter,0,0,0,1
2018-02-26,463,374,2018,2,9,1,Monday,0,Winter,0,0,0,0
2018-02-27,404,326,2018,2,9,2,Tuesday,0,Winter,0,0,0,0
2018-02-28,366,307,2018,2,9,3,Wednesday,0,Winter,0,0,0,0
2018-03-01,279,228,2018,3,9,4,Thursday,0,Lente,0,0,0,0
2018-03-02,308,249,2018,3,9,5,Friday,1,Lente,0,0,0,0
2018-03-03,211,173,2018,3,9,6,Saturday,1,Lente,0,0,0,1
2018-03-04,189,168,2018,3,9,7,Sunday,0,Lente,0,0,0,1
2018-03-05,514,428,2018,3,10,1,Monday,0,Lente,0,0,0,0
2018-03-06,526,433,2018,3,10,2,Tuesday,0,Lente,0,0,0,0
2018-03-07,495,416,2018,3,10,3,Wednesday,0,Lente,0,0,0,0
2018-03-08,416,337,2018,3,10,4,Thursday,0,Lente,0,0,0,0
2018-03-09,407,342,2018,3,10,5,Friday,1,Lente,0,0,0,0
2018-03-10,237,187,2018,3,10,6,Saturday,1,Lente,0,0,0,1
2018-03-11,234,203,2018,3,10,7,Sunday,0,Lente,0,0,0,1
2018-03-12,608,460,2018,3,11,1,Monday,0,Lente,0,0,0,0
2018-03-13,495,406,2018,3,11,2,Tuesday,0,Lente,0,0,0,0
2018-03-14,490,414,2018,3,11,3,Wednesday,0,Lente,0,0,0,0
2018-03-15,430,354,2018,3,11,4,Thursday,0,Lente,0,0,0,0
2018-03-16,388,329,2018,3,11,5,Friday,1,Lente,0,0,0,0
2018-03-17,184,151,2018,3,11,6,Saturday,1,Lente,0,0,0,1
2018-03-18,195,164,2018,3,11,7,Sunday,0,Lente,0,0,0,1
2018-03-19,490,409,2018,3,12,1,Monday,0,Lente,0,0,0,0
2018-03-20,491,405,2018,3,12,2,Tuesday,0,Lente,0,0,0,0
2018-03-21,478,417,2018,3,12,3,Wednesday,0,Lente,0,0,0,0
2018-03-22,358,293,2018,3,12,4,Thursday,0,Lente,0,0,0,0
2018-03-23,368,289,2018,3,12,5,Friday,1,Lente,0,0,0,0
2018-03-24,214,183,2018,3,12,6,Saturday,1,Lente,0,0,1,1
2018-03-25,206,173,2018,3,12,7,Sunday,0,Lente,0,0,1,1
2018-03-26,491,394,2018,3,13,1,Monday,0,Lente,0,0,1,0
2018-03-27,476,396,2018,3,13,2,Tuesday,0,Lente,0,0,1,0
2018-03-28,347,297,2018,3,13,3,Wednesday,0,Lente,0,0,1,0
2018-03-29,377,323,2018,3,13,4,Thursday,0,Lente,0,0,1,0
2018-03-30,221,187,2018,3,13,5,Friday,1,Lente,1,0,1,0
2018-03-31,205,167,2018,3,13,6,Saturday,1,Lente,0,0,1,1
2018-04-02,229,192,2018,4,14,1,Monday,0,Lente,1,0,1,0
2018-04-03,389,326,2018,4,14,2,Tuesday,0,Lente,0,0,1,0
2018-04-04,363,299,2018,4,14,3,Wednesday,0,Lente,0,0,1,0
2018-04-05,331,271,2018,4,14,4,Thursday,0,Lente,0,0,1,0
2018-04-06,317,274,2018,4,14,5,Friday,1,Lente,0,0,1,0
2018-04-07,187,156,2018,4,14,6,Saturday,1,Lente,0,0,1,1
2018-04-08,182,147,2018,4,14,7,Sunday,0,Lente,0,0,1,1
2018-04-09,431,366,2018,4,15,1,Monday,0,Lente,0,0,1,0
2018-04-10,395,333,2018,4,15,2,Tuesday,0,Lente,0,0,1,0
2018-04-11,404,327,2018,4,15,3,Wednesday,0,Lente,0,0,1,0
2018-04-12,301,267,2018,4,15,4,Thursday,0,Lente,0,0,1,0
2018-04-13,278,240,2018,4,15,5,Friday,1,Lente,0,0,1,0
2018-04-14,186,151,2018,4,15,6,Saturday,1,Lente,0,0,0,1
2018-04-15,185,150,2018,4,15,7,Sunday,0,Lente,0,0,0,1
2018-04-16,530,425,2018,4,16,1,Monday,0,Lente,0,0,0,0
2018-04-17,466,394,2018,4,16,2,Tuesday,0,Lente,0,0,0,0
2018-04-18,411,348,2018,4,16,3,Wednesday,0,Lente,0,0,0,0
2018-04-19,303,262,2018,4,16,4,Thursday,0,Lente,0,0,0,0
2018-04-20,318,265,2018,4,16,5,Friday,1,Lente,0,0,0,0
2018-04-21,194,158,2018,4,16,6,Saturday,1,Lente,0,0,0,1
2018-04-22,200,173,2018,4,16,7,Sunday,0,Lente,0,0,0,1
2018-04-23,524,432,2018,4,17,1,Monday,0,Lente,0,0,0,0
2018-04-24,470,392,2018,4,17,2,Tuesday,0,Lente,0,0,0,0
2018-04-25,470,401,2018,4,17,3,Wednesday,0,Lente,0,0,0,0
2018-04-26,387,327,2018,4,17,4,Thursday,0,Lente,0,0,0,0
2018-04-28,230,184,2018,4,17,6,Saturday,1,Lente,0,0,0,1
2018-04-29,236,196,2018,4,17,7,Sunday,0,Lente,0,0,0,1
2018-04-30,467,387,2018,4,18,1,Monday,0,Lente,0,0,0,0
2018-05-01,443,362,2018,5,18,2,Tuesday,0,Lente,0,0,0,0
2018-05-02,471,375,2018,5,18,3,Wednesday,0,Lente,0,0,0,0
2018-05-03,353,294,2018,5,18,4,Thursday,0,Lente,0,0,0,0
2018-05-04,330,259,2018,5,18,5,Friday,1,Lente,0,0,0,0
2018-05-06,230,184,2018,5,18,7,Sunday,0,Lente,0,0,0,1
2018-05-07,480,403,2018,5,19,1,Monday,0,Lente,0,0,0,0
2018-05-08,437,353,2018,5,19,2,Tuesday,0,Lente,0,0,0,0
2018-05-09,429,359,2018,5,19,3,Wednesday,0,Lente,0,0,0,0
2018-05-10,213,184,2018,5,19,4,Thursday,0,Lente,1,0,0,0
2018-05-11,326,272,2018,5,19,5,Friday,1,Lente,0,0,0,0
2018-05-12,204,160,2018,5,19,6,Saturday,1,Lente,0,0,0,1
2018-05-13,206,172,2018,5,19,7,Sunday,0,Lente,0,0,0,1
2018-05-14,474,401,2018,5,20,1,Monday,0,Lente,0,0,0,0
2018-05-15,454,382,2018,5,20,2,Tuesday,0,Lente,0,0,0,0
2018-05-16,513,423,2018,5,20,3,Wednesday,0,Lente,0,0,0,0
2018-05-17,414,344,2018,5,20,4,Thursday,0,Lente,0,0,0,0
2018-05-18,374,310,2018,5,20,5,Friday,1,Lente,0,0,0,0
2018-05-19,205,167,2018,5,20,6,Saturday,1,Lente,0,0,0,1
2018-05-21,260,217,2018,5,21,1,Monday,0,Lente,1,0,0,0
2018-05-22,474,404,2018,5,21,2,Tuesday,0,Lente,0,0,0,0
2018-05-23,461,396,2018,5,21,3,Wednesday,0,Lente,0,0,0,0
2018-05-24,365,317,2018,5,21,4,Thursday,0,Lente,0,0,0,0
2018-05-25,302,266,2018,5,21,5,Friday,1,Lente,0,0,0,0
2018-05-26,181,150,2018,5,21,6,Saturday,1,Lente,0,0,0,1
2018-05-27,184,162,2018,5,21,7,Sunday,0,Lente,0,0,0,1
2018-05-28,406,346,2018,5,22,1,Monday,0,Lente,0,0,0,0
2018-05-29,420,356,2018,5,22,2,Tuesday,0,Lente,0,0,0,0
2018-05-30,450,384,2018,5,22,3,Wednesday,0,Lente,0,0,0,0
2018-05-31,310,262,2018,5,22,4,Thursday,0,Lente,0,0,0,0
2018-06-01,341,271,2018,6,22,5,Friday,1,Zomer,0,0,0,0
2018-06-02,226,177,2018,6,22,6,Saturday,1,Zomer,0,0,0,1
2018-06-03,232,198,2018,6,22,7,Sunday,0,Zomer,0,0,0,1
2018-06-04,462,397,2018,6,23,1,Monday,0,Zomer,0,0,0,0
2018-06-05,472,382,2018,6,23,2,Tuesday,0,Zomer,0,0,0,0
2018-06-06,399,337,2018,6,23,3,Wednesday,0,Zomer,0,0,0,0
2018-06-07,330,287,2018,6,23,4,Thursday,0,Zomer,0,0,0,0
2018-06-08,292,253,2018,6,23,5,Friday,1,Zomer,0,0,0,0
2018-06-09,187,159,2018,6,23,6,Saturday,1,Zomer,0,0,1,1
2018-06-10,224,184,2018,6,23,7,Sunday,0,Zomer,0,0,1,1
2018-06-11,405,337,2018,6,24,1,Monday,0,Zomer,0,0,1,0
2018-06-12,424,349,2018,6,24,2,Tuesday,0,Zomer,0,0,1,0
2018-06-13,370,305,2018,6,24,3,Wednesday,0,Zomer,0,0,1,0
2018-06-14,346,282,2018,6,24,4,Thursday,0,Zomer,0,0,1,0
2018-06-15,290,242,2018,6,24,5,Friday,1,Zomer,0,0,1,0
2018-06-16,207,176,2018,6,24,6,Saturday,1,Zomer,0,0,1,1
2018-06-17,210,172,2018,6,24,7,Sunday,0,Zomer,0,0,1,1
2018-06-18,362,310,2018,6,25,1,Monday,0,Zomer,0,0,1,0
2018-06-19,370,316,2018,6,25,2,Tuesday,0,Zomer,0,0,1,0
2018-06-20,321,280,2018,6,25,3,Wednesday,0,Zomer,0,0,1,0
2018-06-21,299,258,2018,6,25,4,Thursday,0,Zomer,0,0,1,0
2018-06-22,256,216,2018,6,25,5,Friday,1,Zomer,0,0,1,0
