datum,aantal_bezoeken,unieke_bezoekers,jaar,maand,week,weekdag_nummer,weekdag,is_weekend,seizoen,feestdag,vakantie,tentamenperiode,weekend
2019-05-26,211,170,2019,5,21,7,Sunday,0,Lente,0,0,0,1
2019-05-27,572,479,2019,5,22,1,Monday,0,Lente,0,0,0,0
2019-05-28,476,396,2019,5,22,2,Tuesday,0,Lente,0,0,0,0
2019-05-29,472,379,2019,5,22,3,Wednesday,0,Lente,0,0,0,0
2019-05-30,263,226,2019,5,22,4,Thursday,0,Lente,1,0,0,0
2019-05-31,384,314,2019,5,22,5,Friday,1,Lente,0,0,0,0
2019-06-01,230,192,2019,6,22,6,Saturday,1,Zomer,0,0,0,1
2019-06-02,178,139,2019,6,22,7,Sunday,0,Zomer,0,0,0,1
2019-06-03,503,426,2019,6,23,1,Monday,0,Zomer,0,0,0,0
2019-06-04,511,424,2019,6,23,2,Tuesday,0,Zomer,0,0,0,0
2019-06-05,518,418,2019,6,23,3,Wednesday,0,Zomer,0,0,0,0
2019-06-06,401,334,2019,6,23,4,Thursday,0,Zomer,0,0,0,0
2019-06-07,377,310,2019,6,23,5,Friday,1,Zomer,0,0,0,0
2019-06-08,235,196,2019,6,23,6,Saturday,1,Zomer,0,0,0,1
2019-06-09,205,166,2019,6,23,7,Sunday,0,Zomer,0,0,1,1
2019-06-10,251,212,2019,6,24,1,Monday,0,Zomer,1,0,1,0
2019-06-11,412,347,2019,6,24,2,Tuesday,0,Zomer,0,0,1,0
2019-06-12,416,339,2019,6,24,3,Wednesday,0,Zomer,0,0,1,0
2019-06-13,382,316,2019,6,24,4,Thursday,0,Zomer,0,0,1,0
2019-06-14,340,284,2019,6,24,5,Friday,1,Zomer,0,0,1,0
2019-06-15,233,188,2019,6,24,6,Saturday,1,Zomer,0,0,1,1
2019-06-16,211,177,2019,6,24,7,Sunday,0,Zomer,0,0,1,1
2019-06-17,411,348,2019,6,25,1,Monday,0,Zomer,0,0,1,0
2019-06-18,390,329,2019,6,25,2,Tuesday,0,Zomer,0,0,1,0
2019-06-19,365,312,2019,6,25,3,Wednesday,0,Zomer,0,0,1,0
2019-06-20,368,323,2019,6,25,4,Thursday,0,Zomer,0,0,1,0
2019-06-21,344,287,2019,6,25,5,Friday,1,Zomer,0,0,1,0
2019-06-22,222,181,2019,6,25,6,Saturday,1,Zomer,0,0,1,1
2019-06-23,161,134,2019,6,25,7,Sunday,0,Zomer,0,0,1,1
2019-06-24,369,299,2019,6,26,1,Monday,0,Zomer,0,0,1,0
2019-06-25,265,225,2019,6,26,2,Tuesday,0,Zomer,0,0,1,0
2019-06-26,326,279,2019,6,26,3,Wednesday,0,Zomer,0,0,1,0
2019-06-27,298,240,2019,6,26,4,Thursday,0,Zomer,0,0,1,0
2019-06-28,283,232,2019,6,26,5,Friday,1,Zomer,0,0,1,0
2019-06-29,163,136,2019,6,26,6,Saturday,1,Zomer,0,1,0,1
2019-06-30,146,130,2019,6,26,7,Sunday,0,Zomer,0,1,0,1
2019-07-01,330,275,2019,7,27,1,Monday,0,Zomer,0,1,0,0
2019-07-02,288,250,2019,7,27,2,Tuesday,0,Zomer,0,1,0,0
2019-07-03,287,237,2019,7,27,3,Wednesday,0,Zomer,0,1,0,0
2019-07-04,243,209,2019,7,27,4,Thursday,0,Zomer,0,1,0,0
2019-07-05,249,206,2019,7,27,5,Friday,1,Zomer,0,1,0,0
2019-07-06,169,136,2019,7,27,6,Saturday,1,Zomer,0,1,0,1
2019-07-07,59,46,2019,7,27,7,Sunday,0,Zomer,0,1,0,1
2019-07-08,264,225,2019,7,28,1,Monday,0,Zomer,0,1,0,0
2019-07-09,226,189,2019,7,28,2,Tuesday,0,Zomer,0,1,0,0
2019-07-10,218,189,2019,7,28,3,Wednesday,0,Zomer,0,1,0,0
2019-07-11,230,189,2019,7,28,4,Thursday,0,Zomer,0,1,0,0
2019-07-12,182,156,2019,7,28,5,Friday,1,Zomer,0,1,0,0
2019-07-15,225,200,2019,7,29,1,Monday,0,Zomer,0,1,0,0
2019-07-16,207,176,2019,7,29,2,Tuesday,0,Zomer,0,1,0,0
2019-07-17,181,156,2019,7,29,3,Wednesday,0,Zomer,0,1,0,0
2019-07-18,189,158,2019,7,29,4,Thursday,0,Zomer,0,1,0,0
2019-07-19,179,148,2019,7,29,5,Friday,1,Zomer,0,1,0,0
2019-07-22,230,201,2019,7,30,1,Monday,0,Zomer,0,1,0,0
2019-07-23,141,127,2019,7,30,2,Tuesday,0,Zomer,0,1,0,0
2019-07-25,91,79,2019,7,30,4,Thursday,0,Zomer,0,1,0,0
2019-07-26,102,87,2019,7,30,5,Friday,1,Zomer,0,1,0,0
2019-07-29,195,175,2019,7,31,1,Monday,0,Zomer,0,1,0,0
2019-07-30,124,108,2019,7,31,2,Tuesday,0,Zomer,0,1,0,0
2019-07-31,160,141,2019,7,31,3,Wednesday,0,Zomer,0,1,0,0
2019-08-01,170,143,2019,8,31,4,Thursday,0,Zomer,0,1,0,0
2019-08-02,150,125,2019,8,31,5,Friday,1,Zomer,0,1,0,0
2019-08-05,228,193,2019,8,32,1,Monday,0,Zomer,0,1,0,0
2019-08-06,163,146,2019,8,32,2,Tuesday,0,Zomer,0,1,0,0
2019-08-07,149,127,2019,8,32,3,Wednesday,0,Zomer,0,1,0,0
2019-08-08,157,136,2019,8,32,4,Thursday,0,Zomer,0,1,0,0
2019-08-09,145,128,2019,8,32,5,Friday,1,Zomer,0,1,0,0
2019-08-12,219,187,2019,8,33,1,Monday,0,Zomer,0,1,0,0
2019-08-13,165,127,2019,8,33,2,Tuesday,0,Zomer,0,1,0,0
2019-08-14,72,64,2019,8,33,3,Wednesday,0,Zomer,0,1,0,0
2019-08-15,179,150,2019,8,33,4,Thursday,0,Zomer,0,1,0,0
2019-08-16,166,143,2019,8,33,5,Friday,1,Zomer,0,1,0,0
2019-08-19,251,216,2019,8,34,1,Monday,0,Zomer,0,1,0,0
2019-08-20,220,188,2019,8,34,2,Tuesday,0,Zomer,0,1,0,0
2019-08-21,180,148,2019,8,34,3,Wednesday,0,Zomer,0,1,0,0
2019-08-22,193,167,2019,8,34,4,Thursday,0,Zomer,0,1,0,0
2019-08-23,171,151,2019,8,34,5,Friday,1,Zomer,0,1,0,0
2019-08-24,77,65,2019,8,34,6,Saturday,1,Zomer,0,1,0,1
2019-08-25,74,62,2019,8,34,7,Sunday,0,Zomer,0,1,0,1
2019-08-26,233,199,2019,8,35,1,Monday,0,Zomer,0,1,0,0
2019-08-27,208,183,2019,8,35,2,Tuesday,0,Zomer,0,1,0,0
2019-08-28,201,156,2019,8,35,3,Wednesday,0,Zomer,0,1,0,0
2019-08-29,215,176,2019,8,35,4,Thursday,0,Zomer,0,1,0,0
2019-08-30,217,175,2019,8,35,5,Friday,1,Zomer,0,1,0,0
2019-08-31,146,113,2019,8,35,6,Saturday,1,Zomer,0,1,0,1
2019-09-01,126,100,2019,9,35,7,Sunday,0,Herfst,0,1,0,1
2019-09-02,381,277,2019,9,36,1,Monday,0,Herfst,0,1,0,0
2019-09-03,325,271,2019,9,36,2,Tuesday,0,Herfst,0,0,0,0
2019-09-04,363,287,2019,9,36,3,Wednesday,0,Herfst,0,0,0,0
2019-09-05,378,303,2019,9,36,4,Thursday,0,Herfst,0,0,0,0
2019-09-06,316,248,2019,9,36,5,Friday,1,Herfst,0,0,0,0
2019-09-07,197,151,2019,9,36,6,Saturday,1,Herfst,0,0,0,1
2019-09-08,185,147,2019,9,36,7,Sunday,0,Herfst,0,0,0,1
2019-09-09,551,414,2019,9,37,1,Monday,0,Herfst,0,0,0,0
2019-09-10,452,361,2019,9,37,2,Tuesday,0,Herfst,0,0,0,0
2019-09-11,388,318,2019,9,37,3,Wednesday,0,Herfst,0,0,0,0
2019-09-12,413,336,2019,9,37,4,Thursday,0,Herfst,0,0,0,0
2019-09-13,352,292,2019,9,37,5,Friday,1,Herfst,0,0,0,0
2019-09-14,207,164,2019,9,37,6,Saturday,1,Herfst,0,0,0,1
2019-09-15,167,138,2019,9,37,7,Sunday,0,Herfst,0,0,0,1
2019-09-16,554,438,2019,9,38,1,Monday,0,Herfst,0,0,0,0
2019-09-17,447,371,2019,9,38,2,Tuesday,0,Herfst,0,0,0,0
2019-09-18,434,369,2019,9,38,3,Wednesday,0,Herfst,0,0,0,0
2019-09-19,417,346,2019,9,38,4,Thursday,0,Herfst,0,0,0,0
2019-09-20,294,239,2019,9,38,5,Friday,1,Herfst,0,0,0,0
2019-09-21,176,143,2019,9,38,6,Saturday,1,Herfst,0,0,0,1
2019-09-22,196,165,2019,9,38,7,Sunday,0,Herfst,0,0,0,1
2019-09-23,518,434,2019,9,39,1,Monday,0,Herfst,0,0,0,0
2019-09-24,524,430,2019,9,39,2,Tuesday,0,Herfst,0,0,0,0
2019-09-25,473,405,2019,9,39,3,Wednesday,0,Herfst,0,0,0,0
2019-09-26,394,332,2019,9,39,4,Thursday,0,Herfst,0,0,0,0
2019-09-27,364,316,2019,9,39,5,Friday,1,Herfst,0,0,0,0
2019-09-28,201,163,2019,9,39,6,Saturday,1,Herfst,0,0,0,1
2019-09-29,142,118,2019,9,39,7,Sunday,0,Herfst,0,0,0,1
2019-09-30,493,414,2019,9,40,1,Monday,0,Herfst,0,0,0,0
2019-10-01,90,87,2019,10,40,2,Tuesday,0,Herfst,0,0,0,0
2019-10-02,302,251,2019,10,40,3,Wednesday,0,Herfst,0,0,0,0
2019-10-03,365,311,2019,10,40,4,Thursday,0,Herfst,0,0,0,0
2019-10-04,322,281,2019,10,40,5,Friday,1,Herfst,0,0,0,0
2019-10-05,233,195,2019,10,40,6,Saturday,1,Herfst,0,0,0,1
2019-10-06,191,159,2019,10,40,7,Sunday,0,Herfst,0,0,0,1
2019-10-07,528,433,2019,10,41,1,Monday,0,Herfst,0,0,0,0
2019-10-08,512,430,2019,10,41,2,Tuesday,0,Herfst,0,0,0,0
2019-10-09,494,408,2019,10,41,3,Wednesday,0,Herfst,0,0,0,0
2019-10-10,453,387,2019,10,41,4,Thursday,0,Herfst,0,0,0,0
2019-10-11,343,288,2019,10,41,5,Friday,1,Herfst,0,0,0,0
2019-10-12,234,189,2019,10,41,6,Saturday,1,Herfst,0,0,0,1
2019-10-13,217,181,2019,10,41,7,Sunday,0,Herfst,0,0,0,1
2019-10-14,605,489,2019,10,42,1,Monday,0,Herfst,0,0,0,0
2019-10-15,547,445,2019,10,42,2,Tuesday,0,Herfst,0,0,0,0
2019-10-16,523,441,2019,10,42,3,Wednesday,0,Herfst,0,0,0,0
2019-10-17,434,367,2019,10,42,4,Thursday,0,Herfst,0,0,0,0
2019-10-18,336,268,2019,10,42,5,Friday,1,Herfst,0,0,0,0
2019-10-19,221,180,2019,10,42,6,Saturday,1,Herfst,0,0,0,1
2019-10-20,179,157,2019,10,42,7,Sunday,0,Herfst,0,0,0,1
2019-10-21,336,281,2019,10,43,1,Monday,0,Herfst,0,0,0,0
2019-10-22,475,392,2019,10,43,2,Tuesday,0,Herfst,0,0,0,0
2019-10-23,430,362,2019,10,43,3,Wednesday,0,Herfst,0,0,0,0
2019-10-24,394,325,2019,10,43,4,Thursday,0,Herfst,0,0,0,0
2019-10-25,325,273,2019,10,43,5,Friday,1,Herfst,0,0,0,0
2019-10-26,235,201,2019,10,43,6,Saturday,1,Herfst,0,0,1,1
2019-10-27,217,179,2019,10,43,7,Sunday,0,Herfst,0,0,1,1
2019-10-28,480,385,2019,10,44,1,Monday,0,Herfst,0,0,1,0
2019-10-29,452,397,2019,10,44,2,Tuesday,0,Herfst,0,0,1,0
2019-10-30,439,357,2019,10,44,3,Wednesday,0,Herfst,0,0,1,0
2019-10-31,379,326,2019,10,44,4,Thursday,0,Herfst,0,0,1,0
2019-11-01,364,301,2019,11,44,5,Friday,1,Herfst,0,0,1,0
2019-11-02,228,193,2019,11,44,6,Saturday,1,Herfst,0,0,1,1
2019-11-03,228,200,2019,11,44,7,Sunday,0,Herfst,0,0,1,1
2019-11-04,470,398,2019,11,45,1,Monday,0,Herfst,0,0,1,0
2019-11-05,425,356,2019,11,45,2,Tuesday,0,Herfst,0,0,1,0
2019-11-06,416,356,2019,11,45,3,Wednesday,0,Herfst,0,0,1,0
2019-11-07,342,297,2019,11,45,4,Thursday,0,Herfst,0,0,1,0
2019-11-08,369,302,2019,11,45,5,Friday,1,Herfst,0,0,1,0
2019-11-09,187,158,2019,11,45,6,Saturday,1,Herfst,0,0,0,1
2019-11-10,212,172,2019,11,45,7,Sunday,0,Herfst,0,0,0,1
2019-11-11,525,441,2019,11,46,1,Monday,0,Herfst,0,0,0,0
2019-11-12,493,411,2019,11,46,2,Tuesday,0,Herfst,0,0,0,0
2019-11-13,538,443,2019,11,46,3,Wednesday,0,Herfst,0,0,0,0
2019-11-14,413,355,2019,11,46,4,Thursday,0,Herfst,0,0,0,0
2019-11-15,401,327,2019,11,46,5,Friday,1,Herfst,0,0,0,0
2019-11-16,241,192,2019,11,46,6,Saturday,1,Herfst,0,0,0,1
2019-11-17,239,206,2019,11,46,7,Sunday,0,Herfst,0,0,0,1
2019-11-18,566,468,2019,11,47,1,Monday,0,Herfst,0,0,0,0
2019-11-19,588,510,2019,11,47,2,Tuesday,0,Herfst,0,0,0,0
2019-11-20,548,462,2019,11,47,3,Wednesday,0,Herfst,0,0,0,0
2019-11-21,511,429,2019,11,47,4,Thursday,0,Herfst,0,0,0,0
2019-11-22,398,343,2019,11,47,5,Friday,1,Herfst,0,0,0,0
2019-11-23,249,199,2019,11,47,6,Saturday,1,Herfst,0,0,0,1
2019-11-24,217,180,2019,11,47,7,Sunday,0,Herfst,0,0,0,1
2019-11-25,567,481,2019,11,48,1,Monday,0,Herfst,0,0,0,0
2019-11-26,521,459,2019,11,48,2,Tuesday,0,Herfst,0,0,0,0
2019-11-27,510,427,2019,11,48,3,Wednesday,0,Herfst,0,0,0,0
2019-11-28,468,391,2019,11,48,4,Thursday,0,Herfst,0,0,0,0
2019-11-29,332,272,2019,11,48,5,Friday,1,Herfst,0,0,0,0
2019-11-30,203,173,2019,11,48,6,Saturday,1,Herfst,0,0,0,1
2019-12-01,212,167,2019,12,48,7,Sunday,0,Winter,0,0,0,1
2019-12-02,550,456,2019,12,49,1,Monday,0,Winter,0,0,0,0
2019-12-03,490,422,2019,12,49,2,Tuesday,0,Winter,0,0,0,0
2019-12-04,472,399,2019,12,49,3,Wednesday,0,Winter,0,0,0,0
2019-12-05,450,384,2019,12,49,4,Thursday,0,Winter,0,0,0,0
2019-12-06,375,314,2019,12,49,5,Friday,1,Winter,0,0,0,0
2019-12-07,228,184,2019,12,49,6,Saturday,1,Winter,0,0,0,1
2019-12-08,217,190,2019,12,49,7,Sunday,0,Winter,0,0,0,1
2019-12-09,543,461,2019,12,50,1,Monday,0,Winter,0,0,0,0
2019-12-10,502,429,2019,12,50,2,Tuesday,0,Winter,0,0,0,0
2019-12-11,518,422,2019,12,50,3,Wednesday,0,Winter,0,0,0,0
2019-12-12,453,378,2019,12,50,4,Thursday,0,Winter,0,0,0,0
2019-12-13,361,302,2019,12,50,5,Friday,1,Winter,0,0,0,0
2019-12-14,174,145,2019,12,50,6,Saturday,1,Winter,0,0,0,1
2019-12-15,220,179,2019,12,50,7,Sunday,0,Winter,0,0,0,1
2019-12-16,501,420,2019,12,51,1,Monday,0,Winter,0,0,0,0
2019-12-17,390,332,2019,12,51,2,Tuesday,0,Winter,0,0,0,0
2019-12-18,267,230,2019,12,51,3,Wednesday,0,Winter,0,0,0,0
2019-12-19,307,256,2019,12,51,4,Thursday,0,Winter,0,0,0,0
2019-12-20,232,192,2019,12,51,5,Friday,1,Winter,0,0,0,0
2019-12-21,135,105,2019,12,51,6,Saturday,1,Winter,0,1,0,1
2019-12-22,101,69,2019,12,51,7,Sunday,0,Winter,0,1,0,1
2019-12-23,151,126,2019,12,52,1,Monday,0,Winter,0,1,0,0
2019-12-24,128,96,2019,12,52,2,Tuesday,0,Winter,0,1,0,0
2019-12-26,58,46,2019,12,52,4,Thursday,0,Winter,1,1,0,0
2019-12-27,115,88,2019,12,52,5,Friday,1,Winter,0,1,0,0
2019-12-28,100,78,2019,12,52,6,Saturday,1,Winter,0,1,0,1
2019-12-29,78,70,2019,12,52,7,Sunday,0,Winter,0,1,0,1
2019-12-30,170,144,2019,12,1,1,Monday,0,Winter,0,1,0,0
2020-01-02,168,138,2020,1,1,4,Thursday,0,Winter,0,1,0,0
2020-01-03,178,151,2020,1,1,5,Friday,1,Winter,0,1,0,0
2020-01-04,152,125,2020,1,1,6,Saturday,1,Winter,0,1,0,1
2020-01-05,186,153,2020,1,1,7,Sunday,0,Winter,0,1,0,1
2020-01-06,410,343,2020,1,2,1,Monday,0,Winter,0,0,0,0
2020-01-07,429,377,2020,1,2,2,Tuesday,0,Winter,0,0,0,0
2020-01-08,463,392,2020,1,2,3,Wednesday,0,Winter,0,0,0,0
2020-01-09,379,322,2020,1,2,4,Thursday,0,Winter,0,0,0,0
2020-01-10,411,335,2020,1,2,5,Friday,1,Winter,0,0,0,0
2020-01-11,245,200,2020,1,2,6,Saturday,1,Winter,0,0,1,1
2020-01-12,236,195,2020,1,2,7,Sunday,0,Winter,0,0,1,1
2020-01-13,498,419,2020,1,3,1,Monday,0,Winter,0,0,1,0
2020-01-14,459,390,2020,1,3,2,Tuesday,0,Winter,0,0,1,0
2020-01-15,438,352,2020,1,3,3,Wednesday,0,Winter,0,0,1,0
2020-01-16,413,361,2020,1,3,4,Thursday,0,Winter,0,0,1,0
2020-01-17,362,311,2020,1,3,5,Friday,1,Winter,0,0,1,0
2020-01-18,222,187,2020,1,3,6,Saturday,1,Winter,0,0,1,1
2020-01-19,189,165,2020,1,3,7,Sunday,0,Winter,0,0,1,1
2020-01-20,475,393,2020,1,4,1,Monday,0,Winter,0,0,1,0
2020-01-21,371,308,2020,1,4,2,Tuesday,0,Winter,0,0,1,0
2020-01-22,464,371,2020,1,4,3,Wednesday,0,Winter,0,0,1,0
2020-01-23,342,295,2020,1,4,4,Thursday,0,Winter,0,0,1,0
2020-01-24,327,274,2020,1,4,5,Friday,1,Winter,0,0,1,0
2020-01-25,190,150,2020,1,4,6,Saturday,1,Winter,0,0,1,1
2020-01-26,215,184,2020,1,4,7,Sunday,0,Winter,0,0,1,1
2020-01-27,394,330,2020,1,5,1,Monday,0,Winter,0,0,1,0
2020-01-28,320,265,2020,1,5,2,Tuesday,0,Winter,0,0,1,0
2020-01-29,373,304,2020,1,5,3,Wednesday,0,Winter,0,0,1,0
2020-01-30,342,280,2020,1,5,4,Thursday,0,Winter,0,0,1,0
2020-01-31,242,205,2020,1,5,5,Friday,1,Winter,0,0,1,0
2020-02-01,179,149,2020,2,5,6,Saturday,1,Winter,0,0,0,1
2020-02-02,172,142,2020,2,5,7,Sunday,0,Winter,0,0,0,1
2020-02-03,538,466,2020,2,6,1,Monday,0,Winter,0,0,0,0
2020-02-04,497,423,2020,2,6,2,Tuesday,0,Winter,0,0,0,0
2020-02-05,515,440,2020,2,6,3,Wednesday,0,Winter,0,0,0,0
2020-02-06,437,361,2020,2,6,4,Thursday,0,Winter,0,0,0,0
2020-02-07,379,315,2020,2,6,5,Friday,1,Winter,0,0,0,0
2020-02-08,209,157,2020,2,6,6,Saturday,1,Winter,0,0,0,1
2020-02-09,140,115,2020,2,6,7,Sunday,0,Winter,0,0,0,1
2020-02-10,562,455,2020,2,7,1,Monday,0,Winter,0,0,0,0
2020-02-11,573,463,2020,2,7,2,Tuesday,0,Winter,0,0,0,0
2020-02-12,521,431,2020,2,7,3,Wednesday,0,Winter,0,0,0,0
2020-02-13,435,370,2020,2,7,4,Thursday,0,Winter,0,0,0,0
2020-02-14,386,309,2020,2,7,5,Friday,1,Winter,0,0,0,0
2020-02-15,214,187,2020,2,7,6,Saturday,1,Winter,0,0,0,1
2020-02-16,136,111,2020,2,7,7,Sunday,0,Winter,0,0,0,1
2020-02-17,515,428,2020,2,8,1,Monday,0,Winter,0,0,0,0
2020-02-18,458,372,2020,2,8,2,Tuesday,0,Winter,0,0,0,0
2020-02-19,502,419,2020,2,8,3,Wednesday,0,Winter,0,0,0,0
2020-02-20,412,343,2020,2,8,4,Thursday,0,Winter,0,0,0,0
2020-02-21,385,329,2020,2,8,5,Friday,1,Winter,0,0,0,0
2020-02-22,240,193,2020,2,8,6,Saturday,1,Winter,0,0,0,1
2020-02-23,209,179,2020,2,8,7,Sunday,0,Winter,0,0,0,1
2020-02-24,496,405,2020,2,9,1,Monday,0,Winter,0,0,0,0
2020-02-25,551,455,2020,2,9,2,Tuesday,0,Winter,0,0,0,0
2020-02-26,481,410,2020,2,9,3,Wednesday,0,Winter,0,0,0,0
2020-02-27,493,428,2020,2,9,4,Thursday,0,Winter,0,0,0,0
2020-02-28,402,340,2020,2,9,5,Friday,1,Winter,0,0,0,0
2020-02-29,269,227,2020,2,9,6,Saturday,1,Winter,0,0,0,1
2020-03-01,215,183,2020,3,9,7,Sunday,0,Lente,0,0,0,1
2020-03-02,501,411,2020,3,10,1,Monday,0,Lente,0,0,0,0
2020-03-03,532,465,2020,3,10,2,Tuesday,0,Lente,0,0,0,0
2020-03-04,533,438,2020,3,10,3,Wednesday,0,Lente,0,0,0,0
2020-03-05,455,373,2020,3,10,4,Thursday,0,Lente,0,0,0,0
2020-03-06,373,322,2020,3,10,5,Friday,1,Lente,0,0,0,0
2020-03-07,246,205,2020,3,10,6,Saturday,1,Lente,0,0,0,1
2020-03-08,199,169,2020,3,10,7,Sunday,0,Lente,0,0,0,1
2020-03-09,584,490,2020,3,11,1,Monday,0,Lente,0,0,0,0
2020-03-10,508,427,2020,3,11,2,Tuesday,0,Lente,0,0,0,0
2020-03-11,526,433,2020,3,11,3,Wednesday,0,Lente,0,0,0,0
2020-03-12,338,287,2020,3,11,4,Thursday,0,Lente,0,0,0,0
2020-06-30,9,3,2020,6,27,2,Tuesday,0,Zomer,0,0,1,0
2020-07-01,86,85,2020,7,27,3,Wednesday,0,Zomer,0,0,1,0
2020-07-02,73,73,2020,7,27,4,Thursday,0,Zomer,0,0,1,0
2020-07-03,73,72,2020,7,27,5,Friday,1,Zomer,0,0,1,0
2020-07-04,33,33,2020,7,27,6,Saturday,1,Zomer,0,0,1,1
2020-07-05,65,65,2020,7,27,7,Sunday,0,Zomer,0,0,1,1
2020-07-06,82,82,2020,7,28,1,Monday,0,Zomer,0,0,1,0
2020-07-07,90,87,2020,7,28,2,Tuesday,0,Zomer,0,0,1,0
2020-07-08,83,81,2020,7,28,3,Wednesday,0,Zomer,0,0,1,0
2020-07-09,43,42,2020,7,28,4,Thursday,0,Zomer,0,0,1,0
2020-07-10,49,49,2020,7,28,5,Friday,1,Zomer,0,0,1,0
2020-07-13,54,54,2020,7,29,1,Monday,0,Zomer,0,1,0,0
2020-07-14,55,55,2020,7,29,2,Tuesday,0,Zomer,0,1,0,0
2020-07-15,55,52,2020,7,29,3,Wednesday,0,Zomer,0,1,0,0
2020-07-16,59,59,2020,7,29,4,Thursday,0,Zomer,0,1,0,0
2020-07-17,59,58,2020,7,29,5,Friday,1,Zomer,0,1,0,0
2020-07-20,45,43,2020,7,30,1,Monday,0,Zomer,0,1,0,0
2020-07-21,44,44,2020,7,30,2,Tuesday,0,Zomer,0,1,0,0
2020-07-22,51,50,2020,7,30,3,Wednesday,0,Zomer,0,1,0,0
2020-07-23,44,44,2020,7,30,4,Thursday,0,Zomer,0,1,0,0
2020-07-24,42,41,2020,7,30,5,Friday,1,Zomer,0,1,0,0
2020-07-27,39,39,2020,7,31,1,Monday,0,Zomer,0,1,0,0
2020-07-28,25,25,2020,7,31,2,Tuesday,0,Zomer,0,1,0,0
2020-07-29,35,34,2020,7,31,3,Wednesday,0,Zomer,0,1,0,0
2020-07-30,29,29,2020,7,31,4,Thursday,0,Zomer,0,1,0,0
2020-07-31,38,37,2020,7,31,5,Friday,1,Zomer,0,1,0,0
2020-08-03,22,22,2020,8,32,1,Monday,0,Zomer,0,1,0,0
2020-08-04,21,21,2020,8,32,2,Tuesday,0,Zomer,0,1,0,0
2020-08-05,27,27,2020,8,32,3,Wednesday,0,Zomer,0,1,0,0
2020-08-06,21,21,2020,8,32,4,Thursday,0,Zomer,0,1,0,0
2020-08-07,32,32,2020,8,32,5,Friday,1,Zomer,0,1,0,0
2020-08-10,49,49,2020,8,33,1,Monday,0,Zomer,0,1,0,0
2020-08-11,50,50,2020,8,33,2,Tuesday,0,Zomer,0,1,0,0
2020-08-12,61,60,2020,8,33,3,Wednesday,0,Zomer,0,1,0,0
2020-08-13,65,64,2020,8,33,4,Thursday,0,Zomer,0,1,0,0
2020-08-14,83,83,2020,8,33,5,Friday,1,Zomer,0,1,0,0
2020-08-17,48,48,2020,8,34,1,Monday,0,Zomer,0,1,1,0
2020-08-18,95,93,2020,8,34,2,Tuesday,0,Zomer,0,1,1,0
2020-08-19,95,93,2020,8,34,3,Wednesday,0,Zomer,0,1,1,0
2020-08-20,91,91,2020,8,34,4,Thursday,0,Zomer,0,1,1,0
2020-08-21,70,69,2020,8,34,5,Friday,1,Zomer,0,1,1,0
